Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,Injury
WR,Damiere Byrd,3000,ATL@CAR 11/05/2017 01:00PM ET,0.3,CAR,
WR,Kaelin Clay,3000,ATL@CAR 11/05/2017 01:00PM ET,0.76,CAR,
WR,Bruce Ellington,3000,IND@HOU 11/05/2017 01:00PM ET,6,HOU,
WR,Braxton Miller,3000,IND@HOU 11/05/2017 01:00PM ET,2.6,HOU,
WR,Chris Thompson,3000,IND@HOU 11/05/2017 01:00PM ET,0.725,HOU,
WR,Chester Rogers,3000,IND@HOU 11/05/2017 01:00PM ET,2.333,IND,
WR,Quan Bray,3000,IND@HOU 11/05/2017 01:00PM ET,0.863,IND,
WR,Kamar Aiken,3000,IND@HOU 11/05/2017 01:00PM ET,3.388,IND,
WR,John Ross,3000,CIN@JAX 11/05/2017 01:00PM ET,0.1,CIN,
WR,Tyler Boyd,3000,CIN@JAX 11/05/2017 01:00PM ET,2.575,CIN,1
WR,Josh Malone,3000,CIN@JAX 11/05/2017 01:00PM ET,5.75,CIN,
WR,Alex Erickson,3000,CIN@JAX 11/05/2017 01:00PM ET,2.229,CIN,
WR,Cody Core,3000,CIN@JAX 11/05/2017 01:00PM ET,0,CIN,
WR,Jaelen Strong,3000,CIN@JAX 11/05/2017 01:00PM ET,0,JAX,
WR,Keelan Cole,3000,CIN@JAX 11/05/2017 01:00PM ET,2.729,JAX,
WR,Arrelious Benn,3000,CIN@JAX 11/05/2017 01:00PM ET,0.314,JAX,
WR,Jaydon Mickens,3000,CIN@JAX 11/05/2017 01:00PM ET,0,JAX,
WR,Tommylee Lewis,3000,TB@NO 11/05/2017 01:00PM ET,2.7,NO,
WR,Austin Carr,3000,TB@NO 11/05/2017 01:00PM ET,0,NO,
WR,Bernard Reedy,3000,TB@NO 11/05/2017 01:00PM ET,0.471,TB,
WR,Chris Godwin,3000,TB@NO 11/05/2017 01:00PM ET,2.057,TB,
WR,Pharoh Cooper,3000,LAR@NYG 11/05/2017 01:00PM ET,1.514,LAR,
WR,Michael Thomas,3000,LAR@NYG 11/05/2017 01:00PM ET,0,LAR,
WR,Josh Reynolds,3000,LAR@NYG 11/05/2017 01:00PM ET,0.543,LAR,
WR,Ed Eagan,3000,LAR@NYG 11/05/2017 01:00PM ET,0,NYG,
WR,Jordan Taylor,3000,DEN@PHI 11/05/2017 01:00PM ET,2.275,DEN,
WR,Cody Latimer,3000,DEN@PHI 11/05/2017 01:00PM ET,1.925,DEN,
WR,Isaiah McKenzie,3000,DEN@PHI 11/05/2017 01:00PM ET,0.067,DEN,
WR,Marcus Johnson,3000,DEN@PHI 11/05/2017 01:00PM ET,0.6,PHI,
WR,Mack Hollins,3000,DEN@PHI 11/05/2017 01:00PM ET,3.8,PHI,
WR,Shelton Gibson,3000,DEN@PHI 11/05/2017 01:00PM ET,0,PHI,
WR,Eric Weems,3000,BAL@TEN 11/05/2017 01:00PM ET,0.214,TEN,
WR,Darius Jennings,3000,BAL@TEN 11/05/2017 01:00PM ET,0,TEN,
WR,Chris Matthews,3000,BAL@TEN 11/05/2017 01:00PM ET,0.917,BAL,
WR,Chris Moore,3000,BAL@TEN 11/05/2017 01:00PM ET,4.9,BAL,
WR,Griff Whalen,3000,BAL@TEN 11/05/2017 01:00PM ET,3.15,BAL,
WR,Breshad Perriman,3000,BAL@TEN 11/05/2017 01:00PM ET,0.943,BAL,
WR,Brittan Golden,3000,ARI@SF 11/05/2017 04:05PM ET,1.714,ARI,
WR,Chad Williams,3000,ARI@SF 11/05/2017 04:05PM ET,2.15,ARI,
WR,Trent Taylor,3000,ARI@SF 11/05/2017 04:05PM ET,5.65,SF,
WR,Victor Bolden Jr.,3000,ARI@SF 11/05/2017 04:05PM ET,0,SF,
WR,Kendrick Bourne,3000,ARI@SF 11/05/2017 04:05PM ET,0,SF,
WR,Tanner McEvoy,3000,WAS@SEA 11/05/2017 04:05PM ET,0.757,SEA,
WR,Amara Darboh,3000,WAS@SEA 11/05/2017 04:05PM ET,1.5,SEA,
WR,Brian Quick,3000,WAS@SEA 11/05/2017 04:05PM ET,0.42,WAS,
WR,Ryan Switzer,3000,KC@DAL 11/05/2017 04:25PM ET,0.4,DAL,
WR,Noah Brown,3000,KC@DAL 11/05/2017 04:25PM ET,0.46,DAL,
WR,Jehu Chesson,3000,KC@DAL 11/05/2017 04:25PM ET,0,KC,
WR,De'Anthony Thomas,3000,KC@DAL 11/05/2017 04:25PM ET,3.488,KC,
